,article,dataset,Faithful Summary,Generic Summary
76,"Researchers have completed the first comprehensive study of the microbes living on and in and uncontacted tribe from the Amazon. They say the results show just how modern lifestyles and diets have changed us - and that the bacteria they found could be potentially beneficial to modern society. Researchers sequenced the microbiomes of Yanomami people living in a remote Amazon village in Venezuela who had not had previous contact with non-Yanomami. There are about 26,000 Yanomami living in Brazil and 15,000 in Venezuela, mostly in federally protected reserves near rivers and in remote mountains. The Yanomami are an indigenous ethnic group in the Amazonian region of South America. There are about 26,000 Yanomami living in Brazil and 15,000 in Venezuela, mostly in federally protected reserves near rivers and in remote mountains. The Yanomami are hunter-gatherers. They gather wild bananas, seasonal fruits, palm hearts and cassava. They hunt birds, small mammals, crabs, frogs, small fish and the occasional peccary, monkey or tapir. The group doesn't grow food or domesticate livestock. The researchers found that Yanomami people harbor microbiomes with the highest diversity of bacteria and genetic functions ever reported in a human group. 'That tells us that Western diets and lifestyles have a great impact on our microbiomes', experts at University of San Diego said. 'Studying the microbiomes of people in remote areas may hold the key to understanding microbes we have lost through antibiotics, sealed buildings and lack of exposure to the outdoors,' said study co-author Rob Knight. In the new study published April 17 by Science Advances, researchers sequenced the microbiomes of Yanomami people living in a remote Amazon village in Venezuela who had not had previous contact with non-Yanomami. This information revealed, for the first time, the species of bacteria that co-exist with people who have never been exposed to industrialized society, including Western food and antibiotics. 'Our findings emphasize the need for extensive characterization of the function of the microbiome and resistome in remote nonwesternized populations before globalization of modern practices affects potentially beneficial bacteria harbored in the human body,' the researchers wrote. Many Yanomami now regularly interact with Western civilization through trade, but some villages have never had contact with non-Yanomami people. One such unmapped village was first spotted by an army helicopter passing overhead in 2008. In 2009, a medical mission landed there. As part of their 2009 visit to this previously uncontacted Yanomami village, medical professionals collected samples from the skin, mouths and fecal matter of 34 of the 54 villagers before vaccines or antibiotics were administered. The samples were frozen until DNA extraction and bacterial culturing could be performed for the purposes of this study. Yanomami indigenous leader Davi Yanomami claims Americans' 'robbed blood' for the tests . Thousands of blood samples have been returned to the Yanomami tribe in Brazil, after they were taken by American scientists in the 1960s and held in U.S. academic institutions without the tribe's consent, according to Survival international. The Yanomami have been fighting for their return for over a decade. The Yanomami buried the 2,693 samples during a",cnndm,"Researchers have sequenced the microbiomes of Yanomami people in a remote Amazon tribe, discovering for the first time the bacteria that co-exist with those who have never been exposed to industrialised society. The Yanomami, a hunter-gatherer indigenous ethnic group, have dealt admirably with the changes that the rest of the world is currently embarking upon. Researchers have suggested the microbiomes in remote areas could provide a key resource in better understanding and promoting microbial diversity.","Researchers have completed the first comprehensive study of the microbiomes of an uncontacted tribe, the Yanomami people, from the Amazon. Their microbiomes had the highest diversity of bacteria and genetic functions ever reported. The bacteria found could be beneficial for modern society, and studying the microbiomes of people in remote areas may help us to understand microbes we have lost through antibiotics and a lack of exposure to the outdoors."
77,"Dr Mehmet Oz's fellow faculty members at Columbia have written an op-ed lashing out at how his 'unsubstantiated medicine... sullies the reputation' of the university - in just the latest attack on his talk show tactics. But they also leap to the physician's defense in the piece, saying that his on-air 'Ozisms' should not cancel out his stellar work at the university, where he has an unblemished record as a doctor. The eight staff wrote the op-ed for USA Today after 10 doctors urged Columbia to sever all ties with Oz, who serves as vice chairman and professor of surgery at the College of Physicians. Those doctors accused him of being a 'charlatan' who promotes 'quack treatments' on his syndicated talk show - accusations Dr Oz has vehemently fought this week. Scroll down for videos . Under fire: Faculty at Columbia University have said some of Dr Mehmet Oz's tactics have 'sullied their reputation' - but also applauded him for the work he had carried out at the Ivy League school . In the new op-ed, his fellow faculty also denounced his TV show methods. They pointed out that in 2014, the BMJ medical journal said 'that less than half of the recommendations on his show are based on at least somewhat believable evidence'. 'Many of us are spending a significant amount of our clinical time debunking Ozisms regarding metabolism game changers,' the staff members wrote in the op-ed. 'Irrespective of the underlying motives, this unsubstantiated medicine sullies the reputation of Columbia University and undermines the trust that is essential to physician-patient relationships.' That said, 'the weaknesses in [his] professional balance sheet' should not force him out of his job at Columbia University, where he has been employed since 2001, they wrote. He was hired because of his strengths as a doctor and receives top reviews from his peers and patients, and therefore should not be forced to leave the job 'in which he excels', they wrote. Support: The eight faculty members, including Drs Michael Rosenbaum, left, and Joan Bregstein. right, said they have spent a great deal of their time debunking 'Ozisms' their colleague had shared on air . Instead, they suggested that his case raises questions of what responsibilities doctors in the media have to their patients. 'What happens when a doctor's job in media-medicine collides with office- or hospital-based medicine? Dr. Mehmet Oz is a case in-point.' 'Many of us are spending a significant amount of our clinical time debunking Ozisms regarding metabolism game changers. Irrespective of the underlying motives, this unsubstantiated medicine sullies the reputation of Columbia University and undermines the trust that is essential to physician-patient relationships.' 'We need to re-evaluate the roles of the health sciences and government in broadcast medicine and what are the responsibilities of media physicians to their patients?' 'Non-evidence based medical recommendations presented without the appropriate caveats are costly and potentially harmful. However, unless these foibles can be shown to render Dr. Oz inadequate or ineffective at Columbia, there is no justification for forcing him to resign from a well-earned position in",cnndm,"Fellow faculty members at Columbia University have criticised Dr. Mehmet Oz for his ""unsubstantiated medicine"" on his talk show, claiming that it ""sullies the reputation"" of the university. However, they also defended Oz's work at the university and claimed that his ""Ozisms"" should not cancel that out, saying that unless it can be shown that Oz is ""inadequate or ineffective"" at his job, there is no justification for him to resign. The criticism comes after 10 doctors urged Columbia to sever all ties with Oz, calling him a ""charlatan"" who promotes ""quack treatments"".","Faculty members at Columbia University, including eight of Dr. Mehmet Oz's colleagues, have written an op-ed arguing that his ""unsubstantiated medicine"" erodes the school's reputation but that his ""stellar work"" elsewhere should not be ignored. In the op-ed published in USA Today, the faculty disproved several ""Ozisms"" he's proclaimed on his talk show, and the BMJ medical journal found ""less than half"" of his recommendations ""at least somewhat believable."" Though Oz's tactics were criticized, the faculty argued the doctor is well-regarded at Columbia and should not be dismissed from his position there.
"
78,"Maverick Tottenham forward Emmanuel Adebayor has insisted that he is happy to stay and fight for his place at White Hart Lane and rejected reports linking him with a move away. Taking to Twitter on Tuesday night, the 31-year-old Togo international expressed his gratitude at being able to play in the Premier League and labeled the division 'the best in the world.' Adebayor joined Spurs in 2011 from Manchester City, initially on loan before an impressive first season tally of 18 goals, convinced the club to make the switch permanent for £5million the following summer. Tottenham striker Emmanuel Adebayor rides the challenge of Liverpool defender Dejan Lovren (left) Adebayor takes to Twitter to pledge his future to Tottenham and insists he will fight for his place in the team . Adebayor gives an underwhelming performance against League One side Sheffield United in the League Cup . The striker's significantly more modest form since then, however, coupled with the meteoric rise of homegrown star Harry Kane, have left Adebayor little more than a bit-part in the Spurs machine. This season, he has made just 16 appearances in all competitions, scoring only twice and has been criticised for several underwhelming performances, in particular his showing against League One's Sheffield United in the Capital One Cup semi-final. Yet, the former Arsenal, Real Madrid and Manchester City hitman remains adamant that he will see out the remainder of his contract in north London. Adebayor's last Premier League goal for Spurs came during a 1-2 defeat by Newcastle back in October last year. Adebayor has made just 10 appearances in all competitions this season and scored only twice . Adebayor might be deemed surplus to requirements due to the breakthrough of homegrown star Harry Kane .",cnndm,"Emmanuel Adebayor, Tottenham's forward, has denied rumours of his departure from the club, stating his commitment to fighting for his place in the team. Since his impressive tally of 18 goals in his first season at the club, Adebayor has faced difficulty securing playing time due to the rise of Harry Kane. Despite criticism of his performances in this season's 16 appearances, Adebayor remains determined to remain at Tottenham for the remainder of his contract.","Tottenham forward Emmanuel Adebayor has rejected reports linking him with a move away and insisted he is happy to stay and fight for his place in the team. Although the Togo international has had a significantly more modest performance compared to his impressive first season, he is adamant on seeing out the remainder of his contract in north London where he ""will fight for his place in the team"". Harry Kane's meteoric rise, however, has led to Adebayor taking a back seat and being deemed surplus to requirements."
79,"Children of the 1970s and 1980s will likely remember the chunky, plastic Fisher-Price magnets that adorned fridges in family homes. The popular toys were designed to help teach children to read and spell. But for some people, they had another unintended consequence; the magnets forever changed the colours that people would associate with letters. The child with the hood in this photo was born in 1988 and is an adult synesthete. His colour-letter pairings matched 25 of the 26 letters in the Fisher-Price magnet set, which is in the foreground . At least that's the conclusion of a study on synaesthesia - a neurological condition in which two or more senses experienced separately are involuntarily joined together. For instance, some synaesthetes experience colour when they hear sounds or read words. Others experience tastes, smells or shapes. It is believe that around one in 10,000 of people have synaesthesia, and scientists are still unsure exactly what causes some people to perceive two senses at the same time. A large amount of research, according to Discover magazine, has previously suggested the condition can be learned, rather than being the result of genetic factors. This graphic shows the results for 400 synesthetes with 10 or more letters matching the toy. The rows correspond to participants and columns to letters. The colours along the bottom represent the most frequently chosen colour label for each letter . The latest study adds to that body of work by suggesting the toy caused a generation to foreever link A with red, F with purple and P with green. Researchers from the Department of Psychology at Stanford University used data from 6,588 registered users to determine which colours are most commonly associated with which letters. They then compared these colour-letter matches to fridge magnets sold by Fisher-Price between 1971 and 1990. The results revealed that at least six per cent (400 out of the 6588 participants) learnt 'many of their matches' from the Fisher-Price set. Among those born in the decade after the toy began to be manufactured, the proportion of synesthetes with learned letter-colour pairings was closer to 15 per cent. The colours in the toy (upper row), the average colour choice for each letter from the 6188 synesthetes (middle row), and the most commonly assigned colour for each letter for the 400 synesthetes are shown here. Fig C shows when the choice does not match the toy (bottom row) Red bars show proportion of participants with 10 or more matches to the magnet set. Grey bars show participants with seven or more matches. For participants born between 1970 and 1985, the prevalence of synesthesia apparently learned from the Fisher-Price set can exceed 15 per cent . Synaesthesia is a neurological condition in which two or more senses experienced separately are involuntarily joined together. For instance, some synaesthetes experience colour when they hear sounds or read words. Others experience tastes, smells or shapes. Some people are born with synaesthesia, while others experience it after a stroke, or while using psychedelic drugs such as LSD. Famous synaesthetes include singers Pharrell",cnndm,"A study has found that Fisher-Price magnets from the 1970s and 1980s may have changed the colours that people associate with letters. The magnets were designed to teach children to read and spell, but for some, they resulted in the neurological condition synaesthesia, where two or more senses are involuntarily joined together. The study found that around 6% of participants learnt “many of their matches” from the Fisher-Price set, and the proportion was closer to 15% among those born after the toy came onto the market.","A study on synaesthesia, a neurological condition where two or more senses are involuntarily joined together, suggests that children from the 1970s and 1980s with the neurological condition learned letter-colour pairings from Fisher-Price magnets designed to teach spelling and reading. Researchers from the Department of Psychology at Stanford University compared the colour-letter matches of 6,588 registered synesthetes to those of the Fisher-Price magnets sold between 1971 and 1990, revealing that at least 6% of synesthetes learnt ""many of their matches"" from the toy. The latest study added to research previously suggesting the condition can be learned rather than born with or due to genetic factors."
80,"Jose Aldo and Conor McGregor may have taken the spotlight over the past two weeks when it comes to the UFC's featherweight division, but this weekend it's time for two other top ranked 145ers to take centre stage, as No 1 ranked Chad Mendes and No 4 ranked Ricardo Lamas meet in Fairfax, in a bout which could potentially determine the next challenger to the title. Mendes' only two professional losses have come at the hands of the Brazilian king and Lamas also dropped a decision to Aldo when the two met in February last year. But it is Aldo's upcoming opponent, Irishman McGregor, who has dominated conversation in the lead up to this weekend's fight. Opponents Chad Mendes and Ricardo Lamas face off during the UFC weigh-in at the Patriot Center . Lamas holds an open training session for fans and media at the UFC Gym on in Fairfax, Virginia . 'I thought Aldo handled it well' said Team Alpha Male's Mendes, when asked about Aldo's reaction to McGregor snatching the championship belt on stage in Dublin. 'But that's Conor, he is crazy, you know,' Mendes continued. 'Aldo has been the champion for a long time. Conor is the type of guy who is always going to run his mouth, but I highly doubt Aldo is going to let that get to him. I feel like whoever wins, I'm good. I think Aldo is a better mixed martial artist so I think he is going to win. He knows what he is doing - I just see him winning the fight.' A stark contrast to the championship pairing, Mendes and Lamas have shown nothing but respect for one another in the lead up to Saturday night's main event. Mendes flexes his guns at the weight-in before his clash with rival Lamas at the Patriot Centre . Mendes is put though his paces in front of the fans ahead of the fight against Lamas in Fairfield . Anticipating a war when they meet, 'Money' Mendes is confident that he is stronger than 'The Bully' in every department and that, should he win convincingly, he believes the fans will want to see him get a third crack at Aldo. 'I think Ricardo is a tough guy - he is good everywhere, you know. But the thing is, I feel like everything that he is good at, I'm just that little bit better,' he added. 'I'm hoping that if I win this fight, then enough people will want to watch a third fight between me and Aldo and that the UFC will give it to us, but we'll see what happens. 'If I can get out there and totally dominate, then hopefully that will be enough to get me another shot. I'm expecting a war out there - like I said, Lamas is a tough, tough fighter.' Mendes holds an open training session for fans and media at the UFC Gym in Fairfax, Virginia . And Mendes is not the only one eyeing up a second shot at the featherweight title. Chicago-born Lamas claims",cnndm,"Chad Mendes and Ricardo Lamas will face each other this weekend in a fight which could potentially determine the next challenger to the UFC's featherweight title. Despite Jose Aldo and Conor McGregor being the current headline fighters, both Mendes and Lamas have shown nothing but respect for each other in the lead up to their main event. Mendes is confident that if he wins convincingly, he believes the fans will want to see him get a third crack at Aldo.","UFC’s featherweight division sees Chad Mendes and Ricardo Lamas face off in a fight potentially determining the next challenger to the title, with Mendes hoping to take on Jose Aldo for the third time. Both Mendes and Lamas have shown respect for each other in the lead up to their fight, in contrast to McGregor’s recent antics. Mendes is confident that he is better than Lamas in every department and with a convincing victory on Saturday night, hopes to secure another shot at the featherweight title."
81,"A Texas mom who has already spent seven years in prison for the murder of her four-year-old adopted son, and was released shortly before Christmas, will not face new murder charges. Hannah Overton, 37, wiped back tears as she, along with her husband Larry and five children, celebrated news that after having her conviction overturned for poisoning her son, Andrew Burd, with an overdose of salt, prosecutors have dropped all charges against her and will no longer be looking into her case. Throughout her incarceration, her family stood by her and protested her innocence, but Nueces County district attorney Mark Skurka had said shortly after she was released that he would push again for capital murder charges. He could do this as her conviction was overturned because of ineffective counsel, meaning this would not be a case of double jeopardy. Scroll down for video . Hannah Overton (above wiping away tears with her daughter and son) will not be tried on murder charges again in the death of her adopted son . Overton's five children and husband Larry (above) were there to celebrate the news . In a news release however, Skura said that he would not be trying the case again due to 'a myriad of factors which came about after a careful review of the previous trial, re-interviewing some of the key witnesses, consulting with some of the medical experts involved in the case, reviewing evidence adduced at recent hearings and staffing the case with the current prosecutors assigned to the case.' A judge then granted Skura's motion to dismiss. 'Wow, we don't even know where to begin,' Overton said after hearing this news. 'We are so excited about all God has done in and through all of this. He has carried us through.' An appellate court's majority opinion to overturn Overton's conviction last year wrote that her trial was 'problematic from the beginning,' according to ABC News. Original prosecutor Sandra Eastwood was terminated for reasons unrelated to the original case years after Overton was convicted, and Overton has accused her of unprofessional conduct several times since. On a fateful day in October 2006, Burd, whose biological teenage mother was a Meth addict, started acting up and then vomited, telling Overton that he didn't feel well. When he said he felt cold, he took a warm bath but as his symptoms worsened, the Overtons took him to the Corpus Christi hospital for treatment. He died a day later from salt poisoning. A week after his death, murder charges were brought against the mother. The lead prosecutor in the case, Eastwood, portrayed Overton as a frazzled care giver that had force fed Andrew cajun seasoning as a form of punishment, which caused the sodium poisoning. But during the trial, the defense said the boy's death was accidental and was likely due to a medical condition, pica, that can cause a person to crave non-edible salty items like clay, sand or dirt. The mother has been behind bars for seven years, separated from her husband and five children who are being cared",cnndm,"Texas prosecutors have dropped all charges against a mother, Hannah Overton, who was convicted of poisoning andi killing her adopted son at the age of four with an overdose of salt, following her seven year imprisonment. The case had been returned to court after it was found her original trial had been ""problematic from the beginning."" Prosecutors dropped the case due to ""a myriad of factors which came about after a careful review of the previous trial."" 
","Hannah Overton, a Texan mother who spent seven years in prison for the murder of her adopted son has had all charges against her dropped. She was originally accused of poisoning the four-year-old with an overdose of salt, but her conviction was later overturned due to ineffective counsel. Prosecutors will not retry the case, citing a ""myriad of factors"" that came to light following a review of the previous trial."
82,"This is the heart-stopping moment two robbers pointed a gun at a family and their toddler during a corner-shop raid, before throwing sweets at them when they refused to hand over cash. Luke Munro, 19, and Dylon Thompson, 21, burst into the Londis shop in Cleveleys near Blackpool in October last year while the owner, his wife, and their toddler were behind the counter. The pair then pulled out a 'realistic looking' handgun and began waving it in the family's faces, demanding cash from the till, but the brave parents refused to hand it over. Luke Munro, 19, and Dylon Thompson, 21, raided a corner shop in Cleveleys near Blackpool using a 'realistic looking' handgun,pointing it at the owner, his wife, and their toddler as they hid behind the counter . When the mother and father refused to hand over cash, Munro and Thompson threw sweets at them before storming out empty handed . At that point, CCTV footage shows Munro and Thompson began throwing handfuls of sweets at the couple behind the counter, before fleeing empty handed. The duo were tracked down, and at Preston Crown Court on Wednesday Munro was jailed for five years and four months, while Thompson was sentenced to three years and four months. After the sentencing police said the attack was 'extremely distressing' for the family, who had been 'left in fear of their lives' during the raid. Detective Inspector Gareth Willis, from Lancashire Police, said: 'It's just incredibly brave of them not to give them what they wanted. 'The victims have been extremely brave in what must have been a terrifying incident for them both. Munro (left) was jailed for five years at Preston Crown Court for robbery, possessing a firearm and burglary, while Thompson was jailed for three years and four months for robbery and firearms offences . Police said the victims had been left 'extremely distressed' during the raid, and had been 'left in fear of their lives' as the gun was waved in their face . 'The female actually had her baby with her in the store when she was threatened with the weapon, which makes the offenders' actions even more reprehensible.' Detective Constable Paul Morris, from the same force, added: 'This was a terrifying ordeal for the two shop owners and their young child who were left in fear of their lives after being threatened with what they believed to be a real firearm. 'Munro and Thompson caused extreme distress for the victims involved and I hope that the sentences send a warning to criminals that crimes of this nature are treated seriously by both the police and the courts as well as bringing some closure for the victims.'",cnndm,"Two armed robbers pointed a gun at a family and their toddler during a corner-shop raid in Cleveleys near Blackpool last year, demanding cash from the till. When the parents refused to hand it over, the robbers threw sweets at them before fleeing empty handed. Following their arrest, Luke Munro was sentenced to five years and four months in jail, while Dylon Thompson was jailed for three years and four months.","Luke Munro, 19, and Dylon Thompson, 21, were sentenced to five years and three years and four months respectively for their October 2020 armed robbery of a Londis shop in Cleveleys (near Blackpool). Munro and Thompson pointed a 'realistic looking’ handgun at the shop’s owner, his wife, and their toddler and demanded cash. When the couple refused, the robbers hurled sweets at them before fleeing empty-handed."
83,"Police say they have no objections to the late afternoon kick-off for Sunday's Manchester derby at Old Trafford. With plenty at stake for both United and City – both sides are challenging for a top-four spot in the Premier League – some may feel that the 4pm start could be unwise as it allows supporters more time in the pub. However, the man in charge of patrolling the sell-out clash has no such fears. Police say they have no objections to Sunday's Manchester derby taking place in the late afternoon . Chief Superintendent John O'Hare says the kick-off was agreed by all parties and revealed that the decision is down to good behaviour from supporters of each side. 'We have not objected to the 4pm kick-off time at all,' he told Sportsmail. 'That 4pm has been agreed is testament to the excellent behaviour of the overwhelming majority of fans who have attended previous derby fixtures. 'It is the positive behaviour of both sets of fans at previous derby fixtures that means we feel confident this Sunday’s fixture will continue that tradition of the fixture being a safe and enjoyable one.' Rio Ferdinand was hit by an object thrown from the crowd during the Manchester derby in December 2012 . In February, Merseyside Police launched a legal challenge after the Everton v Liverpool match, which was also televised, was chosen for a 5.30pm start although they later withdrew their objection. Police in Manchester have met representatives from supporters groups representing each club and agreed a series of measures. Inside the ground fans in and close to the away end will be limited to two drinks every time they visit the bar. No street drinking will be allowed while police will also be searching supporters and keeping an eye out for pyrotechnics. GMP also say they have no intention to hold back City supporters at the final whistle but add that this could be reviewed on the day. Footage on You Tube showed the unrest when United played City in a late kick-off at Wembley in 2011 . City won that FA Cup semi-final, but 34 arrests were made due to crowd trouble outside the stadium . The last time United and City met in a late kick-off for a weekend match was in the FA Cup semi-final at Wembley in 2011. That clash, won by City 1-0, started at 5.15pm and was marred by a series of skirmishes on Wembley Way and on coach parks close to the stadium with 34 arrests made amid scenes some fans described as 'a free for all'. The last late afternoon kick-off in Manchester was for a 0-0 draw at Old Trafford in 2004. After November's derby at the Etihad Stadium, won 1-0 by City, video footage captured dozens of fans fighting outside a nearby pub around 90 minutes after the final whistle. In April 2012, Vincent Kompany's header settled the derby in a match that was played on a Monday night at the Etihad Stadium.",cnndm,"Police have approved the 4pm kick-off time for the Manchester derby between United and City at Old Trafford on Sunday. Inside the ground, fans close to the away section of the stadium will be limited to purchasing two drinks per visit to the bar. Police plan to search supporters and will watch for the use of pyrotechnics, while no street drinking will be allowed.","Police in Manchester have said they are happy to support the 4 p.m. kick-off for Sunday's Manchester derby, despite possible concerns that the additional drinking time open to supporters could lead to trouble. Inside the stadium, fans near the away end will be limited to two drinks each time they visit the bar, street drinking will be banned, and police officers will search supporters for pyrotechnics. Officers will also be watching City supporters at the end of the game, but say they're happy for the situation to continue, following the excellent behaviour of spectators at previous events.
"
84,"If Wigan Athletic are to be relegated from the Sky Bet Championship, then their new manager Gary Caldwell would want to see them go down kicking and screaming. Martyn Waghorn took that a little too literally against Millwall, his red card for a senseless kick at Dan Harding punished by a Lions side determined to avoid a similar fate. When Waghorn, who played for Millwall on loan from Leicester in 2013, lashed out after failing to win a corner on the hour, it was set up for the hosts to claim three precious points. And they were duly delivered when Jimmy Abdou headed home Harding’s cross with 15 minutes remaining, sending a febrile Den into raptures. Millwall team-mates rush to congratulate substitute Magaye Gueye after he scored their second goal . Lions No 1 David Forde celebrates after Jimmy Abdou came on to break the deadlock with a rare strike . Martyn Waghorn was one of three players sent off - two for Wigan and one for Millwall in the fiesty clash . Millwall: Forde (c); Cummings, Nelson, Beevers, Harding; Upson, Abdou, Williams (Bailey 42), Martin (Gueye 68); O’Brien (Woolford 84), Gregory . Substitutes not used: Archer (GK); Cowan-Hall, Fuller, Taylor-Fletcher . Scorers: Abdou 75; Gueye 90+3 . Booked: Gregory, Martin, Bailey, Beevers . Sent off: Upson . Wigan Athletic: Carson; Boyce, Maguire, Pearce, Bong; Pennant (Chow 81), Perch (c), Kvist (Ojo 90+1), Kim Bo-Kyung, McLean; Fortune (Waghorn 53) Substitutes not used: Al Habsi (GK); McCann, Barnett, Murphy . Booked: Bong, Bo-Kyung . Sent off: Waghorn, Pearson . Referee: Stephen Martin (Staffordshire) In his six seasons at the club, that was only Abdou’s seventh goal. What a time for it. The official Millwall Twitter account reassured followers it wasn’t a misprint. There was more drama to follow. Jason Pearce followed Waghorn down the tunnel for a dreadful tackle on Aiden O’Brien as tempers flared in the closing stages, with Millwall’s Ed Upson also dismissed for his reaction. The game had threatened to erupt all night. There were two confrontations in the first-half, with Caldwell and his Millwall counterpart Neil Harris on the edge of their technical areas appealing for calm. And a second goal from Magaye Gueye in the third minute of stoppage time made absolutely sure, the substitute leading a breakaway on his own before finishing calmly past Carson. Millwall’s win keeps the Championship relegation battle very much alive and throws the pressure onto Rotherham United, who face Fulham on Wednesday night. The plot could also thicken further if Rotherham are docked three points for fielding an ineligible player in their win over Brighton earlier this month. Hope is still very much alive in south London after this, the gap closed to just four points. Harris had described this match as a ‘Cup Final’ and his players responded. Snapping into every challenge, first to every ball, they wanted it more than Caldwell’s men. Wigan's former Arsenal and Liverpool winger Jermaine Pennant (left) takes on Dan Harding of Millwall . Millwall's Aiden O'Brien (left) competes with Emmerson Boyce of Wigan during the",cnndm,"Martyn Waghorn's red card led to Millwall's victory over Wigan Athletic in a Championship relegation battle. Waghorn had a “senseless” outburst which resulted from his failure to win a corner in the 60th minute, that ended Wigan's chances of victory at the New Den. The match became increasingly heated, and two more players, Jason Pearce and Ed Upson, were sent off.","Millwall triumphed over Wigan Athletic in a fiery clash which saw three players sent off and resulted in a rare goal for Jimmy Abdou, his seventh goal in six seasons. The result leaves the Championship relegation battle very much alive, with a mere four point gap between the two teams meaning that everything hangs on the match between Fulham and Rotherham United on Wednesday; Rotherham could also potentially be docked three points for fielding an illegible player in their win over Brighton earlier this month. The new manager of the Wigan Athletic squad, Gary Caldwell, would want to see them go down fighting if they are relegated from the Sky Bet Championship.
"
85,"Sacked: But Jeremy Clarkson will not face prosecution over the incident which got him sacked from Top Gear . Jeremy Clarkson will not face prosecution over the attack on a Top Gear producer which led to him being sacked from the hit BBC show. Police had opened an investigation into the incident, which took place at a hotel in Hawes, North Yorkshire last month after Clarkson had been filming Top Gear in the area. However, after the victim Oisin Tymon said that he did not want to press charges, officers have now decided to drop the probe without taking action against Clarkson. A North Yorkshire Police spokesman said: ‘North Yorkshire Police has now completed its routine enquiries following the incident at Hawes involving Mr Jeremy Clarkson, and we will not be pursuing this matter any further. ‘North Yorkshire Police takes a thorough and victim-led approach to all investigations. ‘Last week, the person at the centre of the incident, Mr Tymon, said that he did not wish the police to take action on his behalf. ‘However, at that point we still needed to speak to some members of the public who were present at the time of the incident, who had been affected by the event, and whose views also needed to be considered. ‘Now that all the interviews are complete, we have properly established that there is no need for further police action.’ The incident, described as a 'fracas' by BBC officials, occurred when Clarkson discovered that the hotel where he was staying could not serve him a hot meal following a day's filming. An official report found that the 54-year-old presenter punched Mr Tymon in the mouth before being dragged away by a witness, causing the producer to go to A&E for emergency treatment. He also verbally abused him for 20 minutes, blaming Mr Tymon for failing to ensure that he could get a steak at the hotel. Victim: Oisin Tymon told police he did not wish to press charges against Mr Clarkson . Mr Clarkson was suspended as Top Gear presenter as soon as news of the fight came to light, and after the report was released the BBC announced that it would not renew his contract. He has repeatedly apologised to Mr Tymon both in public and privately, and the producer told North Yorkshire Police he did not want to see Mr Clarkson prosecuted. Despite his sacking, Mr Clarkson is set to take part in a series of Top Gear Live shows alongside co-presenters Richard Hammond and James May, although the performances will be rebranded. The BBC has said that Top Gear is likely to continue in some form, but Mr Hammond and Mr May are not expected to return. The star initially received widespread public support - including from his friend, Prime Minister David Cameron - in the aftermath of the incident, while one million people signed a petition calling for the BBC to reinstate him. Trio: Mr Clarkson is still set to appear in Top Gear live shows alongside Richard Hammond and James May . But director-general",cnndm,"Jeremy Clarkson will not face prosecution over the ""fracas"" with a Top Gear producer, as the victim has decided not to press charges. North Yorkshire Police have confirmed that they have concluded their investigation into the incident, which occurred last month. Although Clarkson has been sacked from Top Gear, he is still set to appear alongside co-presenters Richard Hammond and James May in the Top Gear Live shows.","Jeremy Clarkson will not face prosecution for the incident that led to his sacking from Top Gear, as police have decided to drop the investigation since the victim did not wish to press charges. The incident occurred when Clarkson punched and verbally abused a Top Gear producer, who had failed to ensure the presenter could get a steak at a hotel where they were both staying during filming in North Yorkshire. Despite his sacking, Clarkson is set to appear in Top Gear Live shows alongside co-presenters Richard Hammond and James May."
