,Unnamed: 0,article,dataset,Faithful Summary,Generic Summary,summ_id
78,78,"North Wales Police claimed Owen Jones, 52, of Caernarfon, Gwynedd, was not fit to hold a firearms certificate after officers looked at his profile. Mr Jones, who had held a licence for more than 30 years, appealed against the decision and won. Caernarfon Crown Court heard on Friday that he was not a cause for concern despite the posts. The hearing was told a senior police officer regarded the posts as ""highly offensive"", prompting the licence to be revoked. Judge Niclas Parry said Mr Jones was ignorant about the subject of the Muslim faith, but added: ""None of those messages were created by the appellant. ""The appellant has liked certain messages that appeared on his Facebook profile. He has then effectively re-published the message.""",xsum,"A man has won an appeal against a decision to revoke his firearms licence over offensive Facebook posts about Islam which he had liked, but not created.","A man who had held a firearms license for 30 years had it revoked due to ""highly offensive"" posts on his Facebook profile about Muslims but won an appeal against the decision after a judge ruled that he was not a cause for concern and had only ""liked"" and shared the posts.",bcb77486d4ea11edaf5f1b63c3919b11
79,79,"With a television audience of 110 million, it's one of the biggest platforms in the world - and Gaga has been putting in the hours to ensure her set is suitably spectacular. ""We were [rehearsing] in the tent for about a week and a half, then we had to move to bigger studios in Hollywood where we are working on the rest of the show,"" she told Houston radio station Mix 96.5. ""And then we will send that equipment to Houston where we will finish rehearsals. Fans can expect a performance that spans my career so far."" She has a high standard to live up to - notably Prince's show in 2007, which took place in the middle of a Miami thunderstorm and is widely accepted as the greatest performance in the event's history, if not Prince's career. Here are some of the other most memorable - and surprising - moments from the last 30 years. Super Bowl performers get a very strict 12-minute time limit, so most performers cram their set with as much music as possible. Not Michael Jackson. After shooting onto the stage at the Pasadena Rose Bowl, he stood completely still, staring at the world for a full 90 seconds. Ninety. It was a master class in ratcheting expectation to a fever pitch. And the screams when he launched into Jam (not one of his best songs) proved he knew what he was doing. Brilliantly, Jackson staged this entire performance while wearing a jacket it looked like he'd borrowed from Muammar Gaddafi. Beat that, Gaga. Baby, he was born to run... and slide on his knees... and crotch slam a TV camera. In his autobiography, The Boss explains the incident like this: ""Too much adrenalin, a late drop, too much speed, here I come, Mikeâ€¦ BOOM! ""And I'm onto his camera, the lens implanted into my chest with one leg off the stage. I use his camera to push myself back up andâ€¦ BLAM! BORN TO RUN!"" It led to the memorable headline: ""America Attacked by Bruce Springsteen's crotch"" - but it didn't stop the star delivering one of the most powerful and energetic Super Bowl shows in recent history. Even if they were fined for over-running by 40 seconds. Coldplay were the headline act at last year's Super Bowl in Santa Clara - but someone forgot to tell Beyonce. She only performed one song, Formation, underscoring its message of black pride and power with back-up dancers dressed in leather body suits and black berets reminiscent of the Black Panthers movement. Some of her dancers were even pictured holding up a sign declaring ""Justice 4 Mario Woods"" - a 26-year-old black man who was shot dead by armed police in San Francisco two months earlier. The performance heralded the arrival of her unapologetically political album, Lemonade, later in the year. You can't out-diva Diana, something she was determined to prove when she strode onto the pitch in Tempe, Arizona, for Super Bowl XXX. She raced through 10 songs and four costume changes in 12 minutes, then jumped into",xsum,"Lady Gaga has been rehearsing for the Super Bowl half-time show, which will feature a performance spanning her career so far, setting the standard for some of the most memorable moments in the event's history.
","As Lady Gaga prepares to take the stage at the Super Bowl halftime show, the BBC reflects on some of the most memorable and surprising moments from previous years, including Michael Jackson's 90 second silent start, Bruce Springsteen's crotch slam on a TV camera and Beyonce's politically charged performance.",bcb774f4d4ea11edaf5f1b63c3919b11
80,80,"Four were treated for smoke inhalation and one was taken to hospital with burns, Devon and Somerset Fire and Rescue Service said. The gorse fire, which began at about 13:45 BST, has engulfed a large area of dry heath-land on Woodbury Common. Twenty fire engine crews were sent to tackle the flames that were fanned by high winds. The fire is being fought on a number of fronts and a police helicopter has been deployed to help survey the scene. Chief Fire Officer Lee Howell said it was a ""very difficult incident"" and his teams were struggling with wind direction and a lack of water supplies. He said: ""It's a very, very large area - at the moment it's difficult to quantify and there is a fire front on a number of different parts of the common - and so our resources are being targeted to bring that under control in a number of different areas."" He added that firefighters will be at the scene overnight and into the early hours of Monday morning. The nearby Woodbury Park Golf and Country Club has been evacuated as a precaution. Smoke can be seen for miles around and the public have been advised to avoid the area.",xsum,"A gorse fire on Woodbury Common in Devon has led to four people being treated for smoke inhalation and one person taken to hospital with burns, with firefighters struggling with wind direction and a lack of water supplies.","A gorse fire has engulfed a large area of dry heath-land on Woodbury Common, requiring twenty fire engine crews to tackle, and resulted in four being treated for smoke inhalation, one taken to hospital with burns, and evacuation of the nearby Woodbury Park Golf and Country Club, with firefighters remaining on the scene overnight and into the early hours of Monday morning.",bcb77562d4ea11edaf5f1b63c3919b11
81,81,"A ""terrorist hide"" was uncovered at Capanagh Forest near Larne after two members of the public found suspicious objects in the woods on Saturday. Some of the items found included an armour-piercing improvised rocket and two anti-personnel mines. The main line of police inquiry is the arms belonged to dissident republicans. Last week, Home Secretary Theresa May said MI5 believed an attack on targets in Great Britain by dissident republicans had become ""a strong possibility"". Analysis: Vincent Kearney, BBC News NI's home affairs correspondent The discovery of what appears to be a second dissident republican arms dump near Larne within three months has left police baffled. Based on location alone, the analysis would be that the items found most likely belonged to loyalist paramilitaries. But the nature of what was found suggests otherwise and the finger of suspicion firmly in the direction of dissident republicans. Det Supt Kevin Geddes said the threat level in Northern Ireland from dissident republican groups remains ""severe"" and an attack is ""highly likely"". Police officers found three barrels hidden in holes in the forest. As well as rockets and mines, there were also several pipe bombs, assault rifle ammunition and parts to construct a ""substantial number of explosive devices"". Det Supt Geddes said the seizure was significant ""both in terms of its size and its capability"". ""A number of these devices were ready to be deployed,"" he added. ""This seizure has undoubtedly saved lives."" He said the type of weapons that had been found meant police would focus their investigation on dissident republicans. In March, an arms find was made at Carnfunnock Country Park near Larne, and police said the were investigating a connection between the two discoveries. ""There are links in terms of the general location and the manner and method of storage and packaging of these munitions,"" Det Supt Geddes said. He added that police are ""indebted"" to the two people who noticed the suspicious objects in the Capanagh Forest.",xsum,"A stash of weapons and explosives, believed to belong to dissident republicans, was found in Capanagh Forest near Larne, Northern Ireland, including an armour-piercing improvised rocket and two anti-personnel mines.","A ""terrorist hide"" thought to belong to dissident republicans was uncovered in Capanagh Forest near Larne containing an armour-piercing improvised rocket, two anti-personnel mines, several pipe bombs, assault rifle ammunition and parts to construct a ""substantial number of explosive devices"" leading police to believe an attack in Great Britain is ""a strong possibility.""",bcb775d0d4ea11edaf5f1b63c3919b11
82,82,"The international anti-corruption summit - the first of its kind - is aimed at exposing, punishing and drive out global corruption. Political leaders, businesses, sporting organisations, and charities will meet at Lancaster House on Thursday. Mr Cameron says corruption is ""the root of so many of the world's problems"". He also described it as ""an enemy of progress"". ""It destroys jobs and holds back economic growth, traps the poorest in desperate poverty, and undermines our security by pushing people towards extremist groups,"" he added. ""The battle against corruption will not be won overnight. It will take time, courage and determination to deliver the reforms that are necessary. But we cannot hope to solve the major global challenges we face without tackling the exploitation, fraud and dishonesty at their heart. ""For too long there has been a taboo about tackling this issue head-on. The summit will change that. Together we will push the fight against corruption to the top of the international agenda where it belongs."" Among the world leaders attending the summit are presidents Ashraf Ghani of Afghanistan, Juan Manuel Santos of Colombia and Muhammadu Buhari of Nigeria, and Norwegian prime minister Erna Solberg. Russia is to be represented by deputy foreign minister Oleg Syromolotov. Panellists are expected to include World Bank president Jim Yong Kim and International Monetary Fund's managing director Christine Lagarde. Under the prime minister's plans, leaders at the summit would pledge to expose corruption and pursue and punish those who perpetrate, facilitate or are complicit in it. Campaigners have also called for a crackdown on tax havens linked to the United Kingdom. The recent Panama Papers leak showed how some wealthy people use offshore firms to evade tax and avoid sanctions. A Downing Street spokesman said: ""We are in discussions with the Overseas Territories and Crown dependencies with major financial centres about their attendance, and expect a number to join the summit."" Robert Barrington, of anti-corruption campaigners Transparency International, said: ""The prime minister is creating a platform for governments that are serious about fighting corruption to make really significant changes and set the agenda for a generation to come. ""What is key now is that other governments are persuaded to sign up to ambitious targets and that the UK government does not give in to the usual last minute attempts by less committed countries to water down the summit's ambitions"".",xsum,"World leaders and organizations will gather at the first international anti-corruption summit in an attempt to expose and punish global corruption, with a focus on tackling the exploitation, fraud and dishonesty at its heart by pledging to pursue and punish those who perpetrate or are complicit in it.","Political leaders, charities, sporting organisations and businesses will attend the world's first international anti-corruption summit at Lancaster House, which is aimed at eradicating global corruption, with campaigners calling for a crackdown on tax havens, and the British Prime Minister's plan to pledge leaders at the summit to expose, pursue and punish those who perpetrate, facilitate or are complicit in corruption.",bcb77634d4ea11edaf5f1b63c3919b11
83,83,"This revolution is the result of someone sending a Facebook invitation to many people. I got it like other people on our network. The buzz around it was then created on different social media websites and with videos. I was here on 25 January when riot police forced us out and by the 28th, we were back following the violence. I've been sleeping here most of the time since. Our social network was established in 2005, when there was a democratic opening around the time of the presidential elections. People from different backgrounds all met through blogging and hoped to use technology for social change. It meant we have all gained good contacts, experience and strong networks. I like to think the social network is the people itself. Things like Facebook, Twitter, SMS and phones are just social tools. When they blocked Facebook and shut down technology, our network still operated because it's about people. Internet activists are also people and a lot of our organising, social work and relationships are developed offline. This is something that people dreamt of but didn't anticipate happening in reality. If anything, it shows that all the effort we put in over the past few years has not been wasted. It has climaxed into this critical mass of people you see in the square. At the moment I'm not getting a lot of internet connection. I'm trying not to drain my phone battery. We're still using it to distribute footage people are bringing to us that we've sorted through. I hope the internet will continue to play a complementary role in activism. At the moment we physically exist in downtown Cairo and I hope that when we have finished this sit-in, we will have won the right to organise ourselves outside the internet. Twitter: Amr Gharbeia I was involved in this revolution from the first day, 25 January, and I've now been spending my nights here for a while. For the past five years, I was very active online, blogging and tweeting. As we live under emergency laws in Egypt it has been very difficult to meet or communicate except on the internet. I'd never been part of a demonstration on the ground. At first we were mocking the event on 25 January. We questioned whether it was really possible to have a ""Facebook revolution"". I came on the 25th because I felt it was my duty as a citizen and I couldn't believe how it turned into something so different from what we've seen before. I was walking among the people and weeping. Now I sometimes just tweet to update people about what's going on or to call for a million-man demonstration or a day to remember our martyrs. I'm well-known among bloggers for my long articles and constant tweets, but once I was here I stopped communicating this way so much. I felt it was totally different to have real freedom rather than just hypothetical freedom or internet freedom. Blogging and tweeting has been important as we were building our minds. This regime stopped",xsum,"Internet activist and blogger Amr Gharbeia describes his experience of being involved in the Egyptian revolution, which was initially organized through social media but eventually transformed into a physical presence in downtown Cairo, showcasing the power of offline organizing and the strength of the people involved.","Members of a social network, established in Egypt in 2005, played a vital role in organizing the revolution that began on January 25th via Facebook invitations that led to mass protests and riots, and while internet tools such as Facebook, Twitter, SMS, and phones have been useful, it's the people behind them that played the most important role in facilitating and executing the revolution, as seen by the thousands of people gathered in the square.",bcb776a2d4ea11edaf5f1b63c3919b11
84,84,"Media playback is not supported on this device Peaty, 22, who also retained his 100m title on Monday, finished in 25.99 seconds - just short of the world record 25.95 he set in the semi-final. Brazil's Joao Gomes Junior took silver and South African Cameron van der Burgh was third. ""I'm feeling very good. I'm so, so happy with my displays,"" Peaty said. He was speaking to the BBC after taking part in the 4x100m mixed medley relay final, in which defending champions Britain finished fifth. USA won in a world record time of three minutes 38.56 seconds. Australia took silver, with China and Canada in joint third. It was a different story in his individual race, earlier. Peaty was level with his rivals in the first few strokes before he pulled away after 30 metres. The City of Derby swimmer appeared set to break the world record for a third time in two days, but narrowly fell short. The Briton suggested ""equilibrium"" was key to his successes. ""I'm a massive believer that all areas of your life need to be equal for you to perform at your best,"" he added. ""Lifestyle, family and friendships. If one is out then you are not going to be at that level."" Media playback is not supported on this device Van der Burgh, the 2009 and 2013 world champion in the 50m breaststroke, paid tribute to Peaty's powerful performances. ""I think I have to retire and give it a few years and come back when he's older,"" joked the 29-year-old. ""It's really impressive. It's not even breaststroke anymore, he's swimming like a new kind of stroke, like a metamorphosis between [butter]fly and breast. Former British swimmer Mark Foster told BBC Sport that Peaty's display was ""immense"". ""There not enough words to describe how good he is,"" he said. ""Under 26 seconds for the second time - only four hundredths of a second off his best time. It was, again, an immense swim."" Karen Pickering, British 2001 world 4x200m freestyle gold medallist We all know how strong Peaty is. In his semi-final he was a little bit lower in the water as he set his world record. Because he's not quite as high as he is in the 100m, he has a quicker turnover. He can keep that up for 50m, but not for a 100m - that's why he went to 25.95 seconds. You couldn't do that in the 100m because of the build-up of lactic acid. But because it's Adam Peaty, he might be able to manage that in a year. Watch the full interview on BBC Radio 5 live's page Rebecca Adlington, double Olympic champion at Beijing 2008 He is the poster boy for swimming across the world, not just in Britain Adam gets the biggest cheer from the crowd for a non-Hungarian for the whole meet. Everyone wants to see him do well because he's such a likeable character. No-one is even close to him, so you ask yourself how much more can he improve. Media playback is not supported on this",xsum,British swimmer Adam Peaty narrowly missed breaking his own world record at the World Aquatics Championships but still comfortably won his second gold medal of the week in the 50m breaststroke.,"British swimmer Adam Peaty has won the gold medal in the 50m breaststroke final at the World Championships in Budapest, finishing just short of the world record time he set in the semi-final, and also retained his 100m title earlier in the week, prompting praise from commentators such as former Olympian, Rebecca Adlington, who described Peaty as ""the poster boy for swimming across the world, not just in Britain"".",bcb77710d4ea11edaf5f1b63c3919b11
85,85,The Joyce twins starred as the Irish made it three wins out of three in Bangkok on Tuesday. Isobel bagged four wickets as Zimbabwe were dismissed for a paltry 78 before Ciecilia top-scored with 36 to help Ireland to 79-3 in 15.2 overs. Victory over Scotland will secure a place in next year's World Twenty20. The top two teams from the qualifying tournament will take on the game's elite in India. Ireland have avoided a meeting with tournament favourites Bangladesh but face a tough encounter against the Scots on Thursday. Zimbabwe also came into Tuesday's game at Terdthai Cricket Ground with a 100% record in Group B but they were outclassed by the Irish. Isobel Joyce took 4-20 and Robyn Lewis 2-9 as Zimbabwe were skittled out in 19 overs. The target was easily achieved after Clare Shillington (22) and Cecilia Joyce put on an opening partnership of 48.,xsum,"Ireland's Joyce twins starred in a victory over Zimbabwe, with Isobel taking four wickets and Cecilia top-scoring with 36, putting Ireland in a good position to secure a spot in next year's World Twenty20 by beating Scotland.","The Joyce twins led Ireland to a third consecutive victory in the World Twenty20 qualifying tournament in Bangkok, with Isobel taking four wickets in Zimbabwe's innings of 78, before Cecilia top-scored with 36 to help the Irish secure a 79-3 victory, though they must win against Scotland to qualify for the main event in India.",bcb7777ed4ea11edaf5f1b63c3919b11
86,86,"John Swinney will address MSPs over a legal challenge to information sharing proposals within the Act. The system would appoint a named person - usually a teacher or health visitor - to ensure the wellbeing of every child. But judges at the UK's highest court ruled against the scheme in July 2016, citing concerns over information sharing. The Supreme Court judges said some proposals breached rights to privacy and a family life under the European Convention on Human Rights. However, the court said the aim of the Act, which is intended to promote and safeguard the rights and wellbeing of children and young people, was legitimate. Speaking ahead of his statement to the Scottish Parliament, Mr Swinney said the Scottish government remained ""absolutely committed"" to the Named Person service as a way to support children and their families. ""Last year the Supreme Court ruled definitively that the intention of providing a Named Person for every child to promote and safeguard their wellbeing was 'unquestionably legitimate and benign',"" he said. ""Their judgement did, however, require us to change the provisions relating to information sharing. ""Since the judgement, we have undertaken an intensive period of engagement with children, young people, parents, carers, practitioners and professionals. ""I will now update parliament on the next steps in this vital means of supporting, safeguarding and promoting the wellbeing of our children and young people."" The judges said in July that specific proposals about information-sharing were ""not within the legislative competence of the Scottish Parliament"". And they said the legislation made it ""perfectly possible"" that confidential information about a young person could be disclosed to a ""wide range of public authorities without either the child or young person or her parents being aware"". The appeal was brought by the No to Named Persons (NO2NP) coalition, which includes the Christian Institute, Care (Christian Action Research and Education), Tyme Trust and the Family Education Trust. The Scottish government has said previously it would not commence the legislation until the problems were fixed.",xsum,"John Swinney, the Scottish education secretary, is set to address MSPs over a legal challenge to proposals for information sharing within the Named Person Act, which would appoint a teacher or health visitor to ensure the wellbeing of each child; UK Supreme Court judges ruled against the scheme in July 2016, citing concerns over information sharing, although they agreed with the act's aim of promoting the wellbeing of children and young people.",John Swinney will address the Scottish Parliament on next steps to safeguard children and promote their wellbeing through the named person system after the UK's highest court rejected information-sharing proposals due to concerns over privacy and family life breaches.,bcb7786ed4ea11edaf5f1b63c3919b11
87,87,"Adrian Ismay, 52, was seriously hurt after a booby-trap device exploded under his van in Belfast on 4 March. The police said that a post-mortem examination showed he died as a ""direct result of the injuries"" of the bomb. A dissident republican group, widely referred to as the new IRA, said it carried out the attack. The organisation said Mr Ismay was targeted for training officers at Maghaberry Prison near Lisburn, County Antrim. Sue McAllister, director general of the Northern Ireland Prison Service, spent time with the Ismay family on Wednesday. She said they were ""devastated and beyond shock at what's happened"". ""Like all of us, they thought that he was on the mend and was doing really well,"" said Mrs McAllister. ""We thought he would make a full recovery, we expected him to come back to work in due course, so we're all shocked, but particularly Sharon and her daughters."" Mrs McAllister condemned the behaviour of some paramilitary inmates at Maghaberry Prison, who reportedly cheered, smoked cigars and mocked wardens at the high-security jail when news of Mr Ismay's death filtered through. ""This was just unacceptable behaviour by a very small number of prisoners,"" said Mrs McAllister. ""My colleagues in Maghaberry dealt with it professionally, with great fortitude and with the courage they display on a daily basis."" She admitted she and her colleagues in the Prison Service felt ""very angry"" on hearing the reports of the celebrations in the exercise yard of the prison. ""We encounter challenging behaviour by a small number of prisoners every day, and we deal with it with great professionalism and we do not stoop to behaving that way in response,"" she added. A man appeared in court on Saturday charged in connection with the bomb attack on Mr Ismay. Det Ch Insp Richard Campbell said it was ""yet another difficult day for the Ismay family, his friends and colleagues as they struggle to come to terms with the events of the past 12 days"". He added: ""We have spoken to the family this morning and advised them of this development. ""We are also liaising with the Public Prosecution Service in relation to the individual who is currently charged with attempted murder and causing an explosion with intent to endanger life."" The PSNI have also repeated an appeal for information on two cars that police believe may have been used by the bombers - a red Citroen C3 and a silver Skoda Fabia.",xsum,"The director general of the Northern Ireland Prison Service, Sue McAllister, has condemned the behaviour of some inmates at Maghaberry Prison, who reportedly cheered, smoked cigars and mocked wardens at the high-security jail when news of an officer injured in a bomb explosion underwent an amputation and later died.","The director general of the Northern Ireland Prison Service, Sue McAllister, has expressed her outrage at reports that some paramilitary inmates at the high-security Maghaberry Prison cheered, smoked cigars and mocked wardens upon hearing the news of the death of officer Adrian Ismay, adding that this behaviour was ""just unacceptable""; a man has been charged in connection with the bombing on Mr Ismay's van that led to his death; and the PSNI have appealed for information relating to a red Citroen C3 and a silver Skoda Fabia believed to have been used by the bombers.",bcb778dcd4ea11edaf5f1b63c3919b11
88,88,"The woman, 37-year-old Wu Shuoyan, is alleged to have been killed last May simply for refusing to hand over her phone number to cult members. The murder, filmed on CCTV and on mobile phones, sparked outrage. The Church of the Almighty God cult is banned in China but claims to have millions of members. Following the brutal killing in May, Chinese authorities said that they detained hundreds of members of the cult, reports the BBC's Martin Patience in Beijing. Interviewed in prison later, one of the defendants, Zhang Lidong showed no remorse. He said: ""I beat her with all my might and stamped on her too. She was a demon. We had to destroy her."" The group had entered a small McDonalds branch in Zhaoyuan in Shandong province last May soliciting phone numbers and hoping to recruit members to their cult. Ms Wu was waiting in the restaurant with her seven-year-old son and when she refused to give her number, an act which prompted the beating while they screamed at other diners to keep away or they would face the same fate. The public face of the Church of the Almighty God is a website full of uplifting hymns and homilies. But its core belief is that God has returned to earth as a Chinese woman to wreak the apocalypse. The only person who claims direct contact with this god is a former physics teacher, Zhao Weishan, who founded the cult 25 years ago and has since fled to the United States, says BBC China Editor Carrie Gracie. No-one knows exactly where he is, but much of the website's message of outright hostility to the Chinese government is delivered in English as well as Chinese. The cult complains that religious faith has suffered from persecution by the Communist Party. Since the McDonald's murder, public outrage has forced the authorities to increase pressure on the Church of the Almighty God with almost daily arrests and raids.",xsum,A member of the banned Church of the Almighty God cult in China has been sentenced to death for murdering a woman who refused to give her phone number to members of the cult.,"The brutal killing of a woman who refused to give her phone number to members of the banned Chinese cult, Church of the Almighty God, resulted in the detention of hundreds of cult members by Chinese authorities who have since increased pressure on the cult with almost daily arrests and raids, while the main belief of the cult, that God has returned to earth as a Chinese woman to wreak apocalypse, is delivered through a website which expresses outright hostility towards the Chinese government.",bcb77954d4ea11edaf5f1b63c3919b11
89,89,"The prince visited the Mants'ase Children's Home in Maseru, Lesotho. ""Festive cheer! Despite it being 32 degrees, someone gave out Christmas hats and inevitably one found its way on to my head,"" he wrote. ""All the children, orphaned for one reason or another, absolutely loved the hats and balloons."" Prince Harry was supporting the charity Sentebale which assists projects that work with disadvantaged children, many of whom have Aids or have become orphans because of the disease. He was also photographed participating in the building of Mamohato Children's Centre. This will give emotional and psychological support to young people affected by HIV and Aids. The prince visited a Mamohato Network Club in Maseru and said: ""These are children who have never had the chance to talk about their illness, and who had no idea that they were one of so many in their age group. ""It was really emotional watching them interact with each other. Some really outgoing chatty kids, others slightly overwhelmed, but all with huge smiles. ""This confirmed to me again that what we're doing is going to change thousands of children's lives, and hopefully save a generation."" Prince Harry also revealed his own love of photography and shared some images that he had taken. ""I have always enjoyed photography and the challenges that come with trying to capture the perfect shot, although privately I don't take many photos,"" he said. ""The best photos I have are in my head - I have some very special memories, mostly from Africa. ""But on this visit, I had the time and opportunity to be on the other side of the camera and take some photos in the stunning country of Lesotho for my charity, Sentebale."" Follow @BBCNewsbeat on Twitter and Radio1Newsbeat on YouTube",xsum,"Prince Harry has visited Lesotho to support the charity Sentebale, participating in the building of a children's centre and distributing Christmas hats and balloons to disadvantaged children affected by HIV and Aids.","Prince Harry visited Lesotho to support charity Sentebale, which works with disadvantaged children who have been affected by HIV and Aids, building the Mamohato Children's Centre and taking photographs to help raise funds for the charity.",bcb779c2d4ea11edaf5f1b63c3919b11
90,90,"If you have a picture you would like to share, please see below the images for details on how to submit yours. If you have a picture you'd like to share, email us at england@bbc.co.uk, post it on Facebook or tweet it to @BBCEngland. You can also find us on Instagram - use #englandsbigpicture to share an image there. When emailing pictures, please make sure you include the following information: Please note that whilst we welcome all your pictures, we are more likely to use those which have been taken in the past week. If you submit a picture, you do so in accordance with the BBC's Terms and Conditions. In contributing to England's Big Picture you agree to grant us a royalty-free, non-exclusive licence to publish and otherwise use the material in any way that we want, and in any media worldwide. It's important to note, however, that you still own the copyright to everything you contribute to England's Big Picture, and that if your image is accepted, we will publish your name alongside. The BBC cannot guarantee that all pictures will be used and we reserve the right to edit your comments. At no time should you endanger yourself or others, take any unnecessary risks or infringe any laws collecting any kind of media.",xsum,"England's Big Picture welcomes pictures taken within the past week sent through email, Facebook, Twitter, or Instagram using the hashtag #englandsbigpicture, and by submitting a picture, one agrees to the BBC's Terms and Conditions and agree to grant a royalty-free, non-exclusive license for the material to be published and used in any media worldwide, with the contributor retaining the copyright to their image.","England's Big Picture is inviting people to submit their photos via email, social media, or Instagram using #englandsbigpicture, with the understanding that by doing so they grant a royalty-free, non-exclusive license to the BBC to publish and use the material in any way they see fit.",bcb77a30d4ea11edaf5f1b63c3919b11
91,91,"Councils in England are facing a £1.1bn shortfall this year, on top of ""almost unendurable"" cuts since 2010, the Association of Directors of Adult Social Services has warned. Freezing care provider fees to save money was no long sustainable, it said. Ministers say extra money will help NHS and social care services work together. The survey, which was completed by 147 directors of adult social services for councils in England, suggests that funding reductions to social care budgets have totalled £4.6bn since 2010 - a 31% overall reduction. Budgets for adult social care - which provides practical support to people due to illness, disability, old age or a low income - will reduce by a further £500m in cash terms this year, it said. ""Taking the growth in numbers of older and disabled people into account, this means that an additional £1.1bn would be needed to provide the same level of service as last year,"" the report warned. It said some councils had made savings in the past by freezing fees paid to providers, but care providers were now also facing financial problems. Some companies - particularly those in southern England - are struggling to attract staff, amid increasing concern about the quality of care, it said. ""What is at stake is the continuing capacity of adult social care to sustain services to those in greatest need,"" ADASS president Ray James said. ""In virtually all our authorities, the number in need is growing, while the complexity of their needs is increasing."" ADASS called for the government to ""protect essential care and support services to the most vulnerable members of our community"". But a government spokesman said the survey ""ignores"" a commitment to invest £10bn in health services that are being ""joined up"" with social care, by 2020. The BBC has launched an online guide to the care system for the over-65s. The ""care calculator"" covers residential care and the support provided in people's own homes, for tasks such as washing and dressing. Users can submit their postcode and find out how much each service costs where they live in the UK. There is also a dedicated BBC Cost of Care website, with news stories, analysis and video. The spokesman said: ""Increasing budgets isn't the only solution. By working innovatively and joining up health and social care we can improve care and also save money."" However, Councillor Izzi Seccombe, from the Local Government Association (LGA), said adult social care services were facing ""enormous pressures"" due to ""insufficient funding, growing demand and escalating costs"". ""We have long warned that investing in the NHS whilst social care budgets are under continual pressure is simply a false economy. ""It is social care services that support elderly and vulnerable people to maintain their independence, live in their own community and stay out of hospital longer,"" she added. Caroline Abrahams, charity director at Age UK, said the idea of a further £1bn coming out of social care budgets was ""chilling"". Sue Brown, vice chairman of the Care and Support Alliance - which represents 80 leading charities - said",xsum,"Councils in England are facing a £1.1bn budget shortfall for adult social care as a result of total funding reductions amounting to £4.6bn since 2010, and an extra £500m reduction in cash terms this year, according to the Association of Directors of Adult Social Services, which added that the survey results meant freezing care provider fees was no longer sustainable.
","Councils in England are facing a shortfall of £1.1bn in care provider fee freezes this year on top of cuts since 2010, with a 31% reduction in social care budgets; the Association of Directors of Adult Social Services (ADASS) has warned, with ADASS house president Ray James stating that adult social care may be unable to provide adequate services to those in need as the growth in numbers of older and disabled people increases and their complexity of needs intensifies.
",bcb77a9ed4ea11edaf5f1b63c3919b11
92,92,"sportscotland says it has yet to decide where the cuts will fall amid concerns that elite athletes could suffer. The cuts are being blamed on reduced government spending and a drop in National Lottery ticket sales - a major contributor to sports backing. Governing bodies are bracing themselves for potential job losses. About 60% of funding is made up from Scottish Government money, with lottery sales making up the rest. In the year ending 2015, total revenue was £65.1m, which is divided up and awarded to 52 sports. By the end of next year, that figure will have fallen to £51.8m - a cut to the Scottish sporting budget of 20% in just three years. sportscotland chairman Mel Young said: ""It's heartbreaking to me because I know the effort the sport governing bodies and the community that's around it; the volunteers and the mums and dads. ""And, to have to say that we're having to cut some money back is, I believe, not the right way to go."" Former badminton player Susan Egelstaff, a double bronze medallist at the Commonwealth Games [in 2002 and 2006] and an Olympian, fears the cuts will have ""a huge impact"". ""What that means in the future is that Scotland will be constantly playing catch-up,"" she said. ""It's almost impossible to catch up if you fall too far behind the leading nations."" The Scottish Government said sport and physical activity play a ""key role"" in a healthy Scotland and that ""significant"" investment would continue in those areas. ""Having successfully delivered the Commonwealth Games [in 2014] we are now focusing on protecting or raising investment in areas intended to decrease health inequality and improve life chances, and the small reduction in the sport budget allows us to support those priorities,"" Minister for Sport Aileen Campbell said. ""There is on-going support for active lifestyles through capital investment in cycling and walking, and over the last 10 years we have invested £168m in sport infrastructure - from grassroots to the elite performance which has increased the facilities and opportunities to get people active and achieve on the world stage at both the Olympics and Commonwealth Games.""",xsum,"Sport funding in Scotland is facing a 20% cut, with reductions blamed on lower government spending and lottery ticket sales, while fears are growing that job losses will hit governing bodies and potentially compromise its performance at future international sporting events.
","sportscotland is set to cut £13.3m from its budget over the next two years, as a result of reduced government spending and a drop in National Lottery ticket sales, causing elite athletes in Scotland to fear they will be the ones suffering from the cuts.",bcb77b0cd4ea11edaf5f1b63c3919b11
